Time,N,Seed,Model,Value
21,10,44,control,-0.02843017798789473
21,30,44,control,-0.01256577840271113
24,10,44,control,-0.00201488690653719
24,30,44,control,-0.02691050617411268
27,10,44,control,-0.04514494311265556
27,30,44,control,7.8117317715906e-4
30,10,44,control,-0.02588541753220874
30,30,44,control,-0.02563868563431151
33,10,44,control,-0.03136885973321095
33,30,44,control,-0.03985290571291235
36,10,44,control,-0.03869419710457356
36,30,44,control,-0.03615752747347321
39,10,44,control,0.02621432949268653
39,30,44,control,0.03660241603142626
42,10,44,control,0.00160241289945832
42,30,44,control,-0.00710055760984387
45,10,44,control,-0.02087686715655966
45,30,44,control,-0.01481595284576742
48,10,44,control,-0.03387266311539971
48,30,44,control,-0.05364330196594453
0,10,45,control,-0.04137015972279898
0,30,45,control,-0.05131349351748392
3,10,45,control,-0.02451634978725469
3,30,45,control,0.01185413035562771
6,10,45,control,0.00442459307727267
6,30,45,control,-0.06052814628011082
9,10,45,control,-0.09640474286477024
9,30,45,control,-0.04175206504756913
12,10,45,control,0.05640331548711458
12,30,45,control,-0.02674860399373648
15,10,45,control,-0.05374201152346207
15,30,45,control,-0.03367729758283012
18,10,45,control,-0.0684223433445181
18,30,45,control,-0.00181821361138614
21,10,45,control,-0.00650036616259856
21,30,45,control,-0.04559854544366833
24,10,45,control,-0.05459823007570497
24,30,45,control,-0.01630344198409745
27,10,45,control,-0.04100376143989594
27,30,45,control,-0.03490495930833912
30,10,45,control,-0.04455181443753172
30,30,45,control,0.02584951023410059
33,10,45,control,0.00675099334241409
33,30,45,control,-0.01367575269277465
36,10,45,control,0.0041734400358395
36,30,45,control,-0.07113547905673953
39,10,45,control,-0.00390155515668971
39,30,45,control,-0.02419235268690085
42,10,45,control,-0.02614465799618655
42,30,45,control,-0.02145901009107674
45,10,45,control,-0.0585342603973157
45,30,45,control,-0.08760655091700473
48,10,45,control,-0.05963975149027551
48,30,45,control,-0.03333794611412347
0,10,46,control,-0.01493804187925007
0,30,46,control,0.03558251115907698
3,10,46,control,0.0097683427173741
3,30,46,control,0.01142485934679948
6,10,46,control,-0.04445874298290846
6,30,46,control,-0.0115126233094804
9,10,46,control,0.04882016716865305
9,30,46,control,0.01918938538031618
12,10,46,control,-0.0380436870227677
12,30,46,control,-0.03044083070041524
15,10,46,control,0.01285180078915124
15,30,46,control,0.00929977315461772
18,10,46,control,0.05105048375410098
18,30,46,control,0.0225386668863931
21,10,46,control,0.00710545874945914
21,30,46,control,0.0228927605996506
24,10,46,control,0.02060345911598101
24,30,46,control,0.028284138710882
27,10,46,control,0.01490534992562371
27,30,46,control,0.04684899286180525
30,10,46,control,0.01907412597513941
30,30,46,control,0.04313883240462739
33,10,46,control,-0.01374116808391731
33,30,46,control,0.02074536933266297
36,10,46,control,-0.00952348705228681
36,30,46,control,0.03661775752504516
39,10,46,control,-0.00466577315643696
39,30,46,control,0.07214522128290216
42,10,46,control,-0.01595145063943699
42,30,46,control,0.00825314774934071
45,10,46,control,0.0133476492622131
45,30,46,control,0.00416127291080165
48,10,46,control,-0.06245996693173428
48,30,46,control,-0.01804545915422371
0,10,47,control,-0.04944572905162706
0,30,47,control,-0.10527130853753926
3,10,47,control,-0.09338795206848503
3,30,47,control,-0.11967994673910554
6,10,47,control,-0.17691919244936757
6,30,47,control,-0.12269125048898254
9,10,47,control,-0.069306500951946
9,30,47,control,-0.10787566597464948
12,10,47,control,-0.09744535389408572
12,30,47,control,-0.149793284026442
15,10,47,control,-0.09240766926719451
15,30,47,control,-0.19139227292696612
18,10,47,control,-0.09883406798379576
18,30,47,control,-0.1306737428431695
21,10,47,control,-0.06676591007557028
21,30,47,control,-0.11850775293263364
24,10,47,control,-0.07120536187055453
24,30,47,control,-0.0917254555499392
27,10,47,control,-0.02905333928355058
27,30,47,control,-0.08777333777142371
30,10,47,control,-0.2147526967872528
30,30,47,control,-0.11495665005710536
33,10,47,control,-0.1015265447578412
33,30,47,control,-0.10293299813958466
36,10,47,control,-0.03736712006159755
36,30,47,control,-0.1500081187487105
39,10,47,control,-0.10693413899284142
39,30,47,control,-0.18818144633703937
42,10,47,control,0.04130106616419426
42,30,47,control,-0.08612200781438167
45,10,47,control,-0.19073948032244764
45,30,47,control,-0.10713323393990952
48,10,47,control,-0.10258281991427878
48,30,47,control,-0.08542824398262973
0,10,48,control,-0.06066388015107688
0,30,48,control,0.03336871407097059
3,10,48,control,-0.05958500370269717
3,30,48,control,0.0351953248274155
6,10,48,control,0.00533565088083632
6,30,48,control,0.05264794322282312
9,10,48,control,0.02480224541957889
9,30,48,control,0.04927303414134167
12,10,48,control,0.07505132786603963
12,30,48,control,0.06990751241612773
15,10,48,control,0.02394658402370526
15,30,48,control,0.098683086170454
18,10,48,control,0.03547333871658256
18,30,48,control,0.06324540358360528
21,10,48,control,-4.4205225200268e-4
21,30,48,control,0.07505931308346762
24,10,48,control,-0.05785254875780297
24,30,48,control,-0.03304264711728057
27,10,48,control,0.05607764361548674
27,30,48,control,0.02038913856616856
30,10,48,control,-0.00163957865265409
30,30,48,control,0.00656385342601977
33,10,48,control,0.08755500619787655
33,30,48,control,0.03566801959394043
36,10,48,control,-0.05331475546275881
36,30,48,control,0.08097241240848087
39,10,48,control,0.07366775907627854
39,30,48,control,0.12219525416739832
42,10,48,control,0.07435596530127922
42,30,48,control,0.07348796914843943
45,10,48,control,0.08630497049439025
45,30,48,control,0.07812520690570122
48,10,48,control,0.08251154467211862
48,30,48,control,0.02980862379332191
0,10,49,control,-0.146709670476913
0,30,49,control,-0.10877073932013402
3,10,49,control,-0.09186532795218744
3,30,49,control,-0.1549896918881024
6,10,49,control,-0.09600012783572565
6,30,49,control,-0.14963967512827597
9,10,49,control,-0.13420390502850488
9,30,49,control,-0.09301502755753108
12,10,49,control,-0.1189032698685736
12,30,49,control,-0.07492437690718944
15,10,49,control,-0.07562195176316891
15,30,49,control,-0.05102196382968007
18,10,49,control,-0.05838977551658553
18,30,49,control,-0.1064954112665034
21,10,49,control,0.00752786287433784
21,30,49,control,-0.08741544565446041
24,10,49,control,-0.1127770131004738
24,30,49,control,-0.01723613476504125
27,10,49,control,-0.07087262188336628
27,30,49,control,-0.06622867730175305
30,10,49,control,-0.11926187816852744
30,30,49,control,-0.06120561116563584
33,10,49,control,0.0318152473673254
33,30,49,control,-0.13375305970472964
36,10,49,control,-0.2158146619675575
36,30,49,control,-0.06699893683987812
39,10,49,control,-0.00297081560906384
39,30,49,control,-0.07027520498752979
42,10,49,control,-0.02547875486834441
42,30,49,control,-0.04332966688507782
45,10,49,control,-0.12128380225555484
45,30,49,control,-0.04908473166038545
48,10,49,control,-0.19950883563646232
48,30,49,control,-0.14178572086620922
0,10,5,control,0.01903679246379281
0,30,5,control,0.06223651581392531
3,10,5,control,0.05830456913628908
3,30,5,control,0.0777516288921559
6,10,5,control,-0.00920418717222164
6,30,5,control,0.01756068070500176
9,10,5,control,0.00554857814789144
9,30,5,control,0.01548974726293106
12,10,5,control,0.07944036544982329
12,30,5,control,0.02288650780855217
15,10,5,control,0.00533627059900561
15,30,5,control,0.00801136026352761
18,10,5,control,0.08199713951683768
18,30,5,control,0.06159723143867184
21,10,5,control,-0.02937151433559013
21,30,5,control,0.033042180630575
24,10,5,control,0.01081864742253828
24,30,5,control,-0.00272762336255034
27,10,5,control,0.06351250682230929
27,30,5,control,0.0793368358844477
30,10,5,control,0.09476258498365868
30,30,5,control,0.08260588271435275
33,10,5,control,0.03905169189404925
33,30,5,control,0.06890954351392106
36,10,5,control,0.05646937779201958
36,30,5,control,0.02065132357511973
39,10,5,control,-0.03919213985680717
39,30,5,control,0.08137218705151492
42,10,5,control,0.04789839827512936
42,30,5,control,0.04182002372616948
45,10,5,control,0.08946969583022395
45,30,5,control,0.01165995558453541
48,10,5,control,0.00841861199415338
48,30,5,control,0.02407710170077788
0,10,50,control,-0.02199058586297594
0,30,50,control,-0.0220903317956208
3,10,50,control,5.6090547976139e-4
3,30,50,control,0.00659586682205963
6,10,50,control,0.03373587019740252
6,30,50,control,0.05723422224052382
9,10,50,control,-0.00125649633116781
9,30,50,control,0.02711184593863789
12,10,50,control,0.05869828547692411
12,30,50,control,0.05309098996650902
15,10,50,control,-0.1046038891018941
15,30,50,control,-0.03290669054839873
18,10,50,control,0.04412259602315817
18,30,50,control,-0.02227763673519563
21,10,50,control,-0.04411502788782065
21,30,50,control,-0.02717177977131826
24,10,50,control,-0.00144470152206983
24,30,50,control,-0.00479267078633161
27,10,50,control,-0.02973319684312137
27,30,50,control,0.069411257896164
30,10,50,control,0.02249620790021549
30,30,50,control,0.0507270202225962
33,10,50,control,0.03050524506162179
33,30,50,control,0.06137006983747634
36,10,50,control,-0.00675645700195361
36,30,50,control,0.02327353273485749
39,10,50,control,0.03677068388989613
39,30,50,control,0.0046995836312583
42,10,50,control,0.01722895267599538
42,30,50,control,0.03300177520318834
45,10,50,control,0.0032501586527701
45,30,50,control,0.0326161617538289
48,10,50,control,-0.00157239661442244
48,30,50,control,-0.02403791975081983
0,10,51,control,0.02568601220613367
0,30,51,control,0.04248698944854783
3,10,51,control,0.01751513063689307
3,30,51,control,0.03359311889418303
6,10,51,control,0.02984927260577999
6,30,51,control,0.06461739511253492
9,10,51,control,-0.0498438184937564
9,30,51,control,0.04452127248450836
12,10,51,control,0.04548947047888078
12,30,51,control,0.02897679815134608
15,10,51,control,-0.00928371148392699
15,30,51,control,0.00553467338890726
18,10,51,control,0.04107684179238095
18,30,51,control,0.01635539454636642
21,10,51,control,0.01567594764580073
21,30,51,control,0.00280607932936815
24,10,51,control,-0.00275788142420374
24,30,51,control,0.01473103298832566
27,10,51,control,0.0591668325735382
27,30,51,control,0.03000147095049944
30,10,51,control,0.02313952935304053
30,30,51,control,0.0429527025741991
33,10,51,control,-0.02295835155070497
33,30,51,control,0.01265190304656156
36,10,51,control,0.02972928032158716
36,30,51,control,0.02430619850792575
39,10,51,control,0.01257621755392638
39,30,51,control,-0.00350938365395569
42,10,51,control,0.01059598672228386
42,30,51,control,0.00888085166798509
45,10,51,control,4.2375003682719e-4
45,30,51,control,0.0053089722058578
48,10,51,control,0.02401202736431168
48,30,51,control,0.00987846719444767
0,10,52,control,-4.4687824657043e-4
0,30,52,control,-0.06284138182372116
3,10,52,control,-0.00889866570385362
3,30,52,control,-0.0225468435564964
6,10,52,control,0.00373599605863401
6,30,52,control,-0.04296578527683579
9,10,52,control,-0.05823085227923072
9,30,52,control,-0.0312623103405277
12,10,52,control,-0.04594173577790993
12,30,52,control,-0.00228389647854504
15,10,52,control,-0.04813749719108139
15,30,52,control,-0.04548308621168168
18,10,52,control,-0.03265569293708359
18,30,52,control,0.01845453145832759
21,10,52,control,-0.0341662732523615
21,30,52,control,0.0085003930570783
24,10,52,control,-0.04593870284197082
24,30,52,control,-0.05052665328429353
27,10,52,control,-0.0432121384942637
27,30,52,control,-0.01079836217866911
30,10,52,control,0.00944164417640218
30,30,52,control,0.00924553775919509
33,10,52,control,-0.0274015772503111
33,30,52,control,7.6493598962892e-4
36,10,52,control,-0.03306495949189954
36,30,52,control,-0.02560440991727172
39,10,52,control,0.0147762641251242
39,30,52,control,-0.03857300693623602
42,10,52,control,0.0247527708099185
42,30,52,control,-0.03292365673928563
45,10,52,control,-0.00867370848054892
45,30,52,control,-0.00421497177486529
48,10,52,control,0.02032669062849591
48,30,52,control,-0.00980389335530451
0,10,53,control,0.03118147864999154
0,30,53,control,0.18306903788087447
3,10,53,control,0.06415873669338432
3,30,53,control,0.09172060690860057
6,10,53,control,0.21903821631066248
6,30,53,control,0.17813874505743474
9,10,53,control,0.0390874979274776
9,30,53,control,0.10980712773821805
12,10,53,control,0.16784882260873069
12,30,53,control,0.08634978102262146
15,10,53,control,0.1117710641350769
15,30,53,control,0.11103319933366596
18,10,53,control,0.03095676140132846
18,30,53,control,0.11547980570627545
21,10,53,control,0.09494370655329558
21,30,53,control,0.11470858784060374
24,10,53,control,0.04596504239845951
24,30,53,control,0.06032300691702368
27,10,53,control,0.10457284831040856
27,30,53,control,0.0811070517077083
30,10,53,control,0.14035530944277486
30,30,53,control,0.12597795354144486
33,10,53,control,0.16375988706525996
33,30,53,control,0.08153559418607129
36,10,53,control,0.04711750289840544
36,30,53,control,0.10295236194821215
39,10,53,control,0.15796346180897872
39,30,53,control,0.08386887848555562
42,10,53,control,0.038574987188959
42,30,53,control,0.19112376215703197
45,10,53,control,0.112441689044917
45,30,53,control,0.06851264228074001
48,10,53,control,0.00853334240281218
48,30,53,control,-0.00733506488775374
0,10,54,control,-0.04459857846486811
0,30,54,control,-0.0258240065833884
3,10,54,control,-0.0336460693938795
3,30,54,control,-0.00916794201203758
6,10,54,control,0.04762379969096635
6,30,54,control,0.08378910899964112
9,10,54,control,0.09210043689942345
9,30,54,control,0.0142018966621101
12,10,54,control,0.02610248818873598
12,30,54,control,0.01693791755671664
15,10,54,control,0.08578067091729102
15,30,54,control,0.00219502453630063
18,10,54,control,0.02524659731483398
18,30,54,control,0.04356752371179968
21,10,54,control,0.1153188321388005
21,30,54,control,-0.00905519890029369
24,10,54,control,0.00578462008040426
24,30,54,control,0.05022840344815369
27,10,54,control,0.08040994059470276
27,30,54,control,0.08898454910964247
30,10,54,control,-0.07985073659613558
30,30,54,control,0.08402046788590799
33,10,54,control,0.08062611708800989
33,30,54,control,0.12644232052386786
36,10,54,control,0.08480970484414994
36,30,54,control,0.0670725635858371
39,10,54,control,-0.03019208955259212
39,30,54,control,0.031274354080465
42,10,54,control,-0.05301660620641189
42,30,54,control,0.09567176160650598
45,10,54,control,0.03638497548084775
45,30,54,control,0.062575560609379
48,10,54,control,-0.0160041410305949
48,30,54,control,-0.02152896451401047
0,10,55,control,0.12611778431842438
0,30,55,control,-0.02098990949289269
3,10,55,control,-0.08132212737353037
3,30,55,control,-0.03453525064104856
6,10,55,control,0.08167868206207496
6,30,55,control,-0.0121118463553493
9,10,55,control,-0.00985723500977836
9,30,55,control,-0.02680285028021311
12,10,55,control,0.05001472865314201
12,30,55,control,-0.00724720769481452
15,10,55,control,-0.02534396452749401
15,30,55,control,-0.00702828984064256
18,10,55,control,-0.06111469824851935
18,30,55,control,-0.06890927749977191
21,10,55,control,-0.03018636566351358
21,30,55,control,-0.07472345223858187
24,10,55,control,-0.03101297355726047
24,30,55,control,-0.02121357875136668
27,10,55,control,-0.04205684109310302
27,30,55,control,-0.07827427709500127
30,10,55,control,0.0483379060625313
30,30,55,control,0.00350252818834827
33,10,55,control,-0.03971050274988449
33,30,55,control,-0.11796618071813864
36,10,55,control,-0.05861914453174281
